Modos de Falha,Efeitos de Falha,Causa da Falha,Ação Preventiva Recomendada/Troubleshooting,_mode_n,_effect_n
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Contator eletrico danificado,"Verificação visual da posição do pino, se para cima, bobina sem 24VDC ou queimada. Medir tensão na bobina (24VDC), se houver tensão caracteriza bobina queimada ou mecanismo de acionamento dos contatos auxiliares danificado.",elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Cabos eletricos danificaddos,Medir continuidade,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Solenoides elétricas danificadas,"Inverter cabos com outra solenoide, caso não resolva substituir válvula solenoide",elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Conectores elétricos das solenoides com mal contato,Verificar torque dos parafusos de fixação dos cabos no conector,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Distribuidor de sinal I/O com mal contato,"Verificar aperto dos conectores no bloco, caso ok, medir continuidade entre conector principal multivia e conectores auxiliares que vão para sensores/solenoides",elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Módulo I/O do controlador  danifiacdo,"Medir tenão, caso NOK, substituir módulo",elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Comunicação rede profinet sem tráfico de dados,Verificar conectores/condições dos cabos,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Conexões cabos I/O no modulo com mal contato,Verificação manual se estar encaixado e preso corretamente,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Sensores indutivos danificados,"Realizar acionamento com algum tipo de metal, visualizar led no conector do sensor e sinal no módulo de entrada I/O.",elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Conectores de sensores indutivos danioficados,Verificar torque dos parafusos de fixação dos cabos no conector,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Válvulas direcionais pneumática danificadas,Soltar mangueiras e acionar manualmente,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Mangueiras pneumáticas danificadas,"Verificação visual, se existe algum tipo de dano",elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Vávulas de retenção danificadas,Desmontagem para Limpeza,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Almofadas pneumáticas rascadas,"Verificação visual, se existe algum tipo de dano",elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Rolamentos danificados,Já existe uma preventiva para verificar condição do rolamento,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Guias de rolamentos danificados,Já existe uma preventiva para verificar condição do rolamento,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Elevadores não sobem/descem,Não inicia/finaliza testes dinâmicos de veículo,Conexões pnemáticas danificadas,Substituir,elevadores nao sobem descem,nao inicia finaliza testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Aplicativo do sistema travado,Reiniciar aplicação,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Alimentação elétrica baixa/extra baixa tensão,Medição de tenção na saída de fonte,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Contator eletrico danificado,"Verificação visual da posição do pino, se para cima, bobina sem 24VDC ou queimada. Medir tensão na bobina (24VDC), se houver tensão caracteriza bobina queimada ou mecanismo de acionamento dos contatos auxiliares danificado.",mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Cabos eletricos danificaddos,Medir continuidade,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Modulo I/O do controlador  danifiacdo,"Medir tenão, caso NOK, substituir módulo",mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Comunicação rede profinet sem tráfico de dados,Verificar conectores/condições dos cabos,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Inversor SEW danifiacdo,"Verificar de alimentação de entrada, tensão de saida, sinais de comando, placa de rede profinet e placa de comunicação com encoder.",mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Encoder danificado,Verificar conectores/condições dos cabos/ acoplamento mecânico,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Motor danificado,Medição de corrente,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,"Sensores eleteromecânco, limit switch danificados",Inspeção visual e medir continuidade dos contatos auxiliares,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Fuso danificado,"Inspeção visual quanto a danos, sujeira, oxidação",mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Caixa redutora motor/fuso danificada,"Inspeção visual de nivél de óleo, ruidos",mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Guias lineares danificadas,Verificação visual quanto a fixação dos parafusos e sujeira,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Estrutura mecânica da mesa quebrada,Inspeção visual,mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Mesa de entre eixo não se movimenta,Não inicia testes dinâmicos de veículo,Patins das mesa quebrado,"Verificar fixão na estrutura e esferas, se existe alguma solta",mesa de entre eixo nao se movimenta,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Aplicativo do sistema travado,Reiniciar aplicação,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Alimentação elétrica extra baixa tensão,Medição de tenção na saída de fonte,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Contator eletrico danificado,"Verificação visual da posição do pino, se para cima, bobina sem 24VDC ou queimada. Medir tensão na bobina (24VDC), se houver tensão caracteriza bobina queimada ou mecanismo de acionamento dos contatos auxiliares danificado.",flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Cabos eletricos danificaddos,Medir continuidade,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Solenoides elétricas danificadas,"Inverter cabos com outra solenoide, caso não resolva substituir válvula solenoide",flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Conectores elétricos das solenoides com mal contato,Verificar torque dos parafusos de fixação dos cabos no conector,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Distribuidor de sinal I/O com mal contato,"Verificar aperto dos conectores no bloco, caso ok, medir continuidade entre conector principal multivia e conectores auxiliares que vão para sensores/solenoides",flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Modulo I/O do controlador  danifiacdo,"Medir tenão, caso NOK, substituir módulo",flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Comunicação rede profinet sem tráfico de dados,Verificar conectores/condições dos cabos,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Conexões cabos I/O no modulo com mal contato,Verificação manual se estar encaixado e preso corretamente,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Válvulas direcionais pneumática danificadas,Soltar mangueiras e acionar manualmente,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Mangueiras pneumáticas danificadas,"Verificação visual, se existe algum tipo de dano",flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Cilindro pnemático danificado,"Verificar danos na haste, verificar porca solta na ponta da haste",flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Estrutura mecânica  quebrada/danificada,Inspeção visual,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Sensores indutivos danificados,"Realizar acionamento com algum tipo de metal, visualizar led no conector do sensor e sinal no módulo de entrada I/O.",flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Conectores de sensores indutivos danioficados,Verificar torque dos parafusos de fixação dos cabos no conector,flap nao sobe desce,nao inicia testes dinamicos de veiculo
Flap não sobe/desce,Não inicia testes dinâmicos de veículo,Mancal com rolamento danificado,"Verificar fixão e  lubrificação, se NOK, executar",flap nao sobe desce,nao inicia testes dinamicos de veiculo
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Alimentação elétrica extra baixa tensão,Medição de tenção na saída de fonte,nao se movimentam,nao permite veiculo se movimentar para realizar testes
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Contator eletrico danificado,"Verificação visual da posição do pino, se para cima, bobina sem 24VDC ou queimada. Medir tensão na bobina (24VDC), se houver tensão caracteriza bobina queimada ou mecanismo de acionamento dos contatos auxiliares danificado.",nao se movimentam,nao permite veiculo se movimentar para realizar testes
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Cabos eletricos danificaddos,Medir continuidade,nao se movimentam,nao permite veiculo se movimentar para realizar testes
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Conector eletricos danificaddos,Substituir,nao se movimentam,nao permite veiculo se movimentar para realizar testes
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Embreagem danificada,"Verificar condições do mecanismo de fixação, molas, torques parafusos, vericar resistencia da abobina",nao se movimentam,nao permite veiculo se movimentar para realizar testes
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Cabos eletricos da embreagem danificadas,Inspeção visual quanto a danos,nao se movimentam,nao permite veiculo se movimentar para realizar testes
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Modulo I/O do controlador  danifiacdo,"Medir tenão, caso NOK, substituir módulo",nao se movimentam,nao permite veiculo se movimentar para realizar testes
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Correias e polias de transmissão arrebentadas/soltas,Verificar desgaste e ajuste de tensão,nao se movimentam,nao permite veiculo se movimentar para realizar testes
Não se movimentam,Não permite veiculo se movimentar para realizar testes,Mancal com rolamento danificado,"Verificar fixão e  lubrificação, se NOK, executar",nao se movimentam,nao permite veiculo se movimentar para realizar testes
Falha de leitura. (LANDMARK SENSOR ABNOMAL),Interrompe o trajeto do AGV.,Sensor atuado direto. Devido uma fita magnética solta ou um resíduo magnético na proximidade do sensor.,Verificar na proximidade do sensor algo que possa estar fazendo ele atuar indevidamente.,falha de leitura landmark sensor abnomal,interrompe o trajeto do agv
Falha de leitura. (LANDMARK SENSOR ABNOMAL),Interrompe o trajeto do AGV.,O sinal do sensor para o cartão de entrada do plc pode estar direto devido a um curto ou mau funcionamento interno do sensor ou do próprio cartão do plc.,"Verificar a condições do cabo, do sensor, da conexão entre os cartões do plc e do cartão de entrada do plc.",falha de leitura landmark sensor abnomal,interrompe o trajeto do agv
Falha de leitura. (LANDMARK SENSOR ABNOMAL),Interrompe o trajeto do AGV.,"AGV patinando na rota em cima de um comando de leitura, fazendo o sensor ficar atuado direto por mais de 7 segundos.","Verificar se o AGV está travado em alguma peça de processo caída no chão, se o piso está com desnível tirando a tração da roda do agv com o piso, se o revestimento da roda do agv soltou ou está muito fora da medida mínima para uso ou se o piso está contaminado por oléo ou outros tipos de resíduos.",falha de leitura landmark sensor abnomal,interrompe o trajeto do agv
Falha na subida ou descida dos pinos do AGV ( TRACTION PIN ANOMALY),Interrompe o trajeto do AGV.,Objeto impedindo ou travando o movimento dos pinos. Agarramento devido a contaminantes.,"Verificar se há algum material do processo produtivo travando o movimento dos pinos, limalha do atrito entre o pino do AGV e o convite da Dolly.",falha na subida ou descida dos pinos do agv traction pin anomaly,interrompe o trajeto do agv
Falha na subida ou descida dos pinos do AGV ( TRACTION PIN ANOMALY),Interrompe o trajeto do AGV.,"Sensores de posições dos pinos em curto, fora de regulagem ou com mal funcionamento.","Verificar a condições do cabo, do sensor, da conexão entre os cartões do plc e do cartão de entrada do plc.",falha na subida ou descida dos pinos do agv traction pin anomaly,interrompe o trajeto do agv
Falha na subida ou descida dos pinos do AGV ( TRACTION PIN ANOMALY),Interrompe o trajeto do AGV.,"Relé de Alimentação dos motores dos pinos colados, danificados ou queimados.","Verificar as condições dos relés, se preciso for, fazer a troca.",falha na subida ou descida dos pinos do agv traction pin anomaly,interrompe o trajeto do agv
Falha na subida ou descida dos pinos do AGV ( TRACTION PIN ANOMALY),Interrompe o trajeto do AGV.,Conector de alimentação dos pinos com mal contato ou quebrado.,"Verificar se não há contaminação por óleo ou sujeira nos conectores, verificar mau contato ou cabo quebrado ou pino solto ou recuado dentro do conector. Caso o conector seja o modelo original, fazer a substituição por bornes de sindal.",falha na subida ou descida dos pinos do agv traction pin anomaly,interrompe o trajeto do agv
Falha na subida ou descida dos pinos do AGV ( TRACTION PIN ANOMALY),Interrompe o trajeto do AGV.,"Convite da dolly quebrado ou fora de regulagem, travando o movimento do pino.","Verificar as condições dos convites da dolly, parafuso quebrado, faltando ou solto",falha na subida ou descida dos pinos do agv traction pin anomaly,interrompe o trajeto do agv
Falha na subida ou descida dos pinos do AGV ( TRACTION PIN ANOMALY),Interrompe o trajeto do AGV.,Motor do pino queimado.,"Medir com o multímetro a resistência de isolamento do motor, se preciso for, fazer a troca.",falha na subida ou descida dos pinos do agv traction pin anomaly,interrompe o trajeto do agv
Falha na subida ou descida dos pinos do AGV ( TRACTION PIN ANOMALY),Interrompe o trajeto do AGV.,Parafuso posicionador (Freno) do travamento do came do pino solto.,Verificar o aperto e aplicar a trava química.,falha na subida ou descida dos pinos do agv traction pin anomaly,interrompe o trajeto do agv
Falha na subida ou descida dos pinos do AGV ( TRACTION PIN ANOMALY),Interrompe o trajeto do AGV.,Falta de pressão na mola do conjunto do pino,"Verificar as condições da mola, se preciso for, fazer a troca da mola.",falha na subida ou descida dos pinos do agv traction pin anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,"Piso com desnível, contaminado  ou roda com desgaste, causando derrapamento do AGV na rota.",Verificar o revestimento da roda do agv e o diâmetro padrão de uso especificado pelo manual.,descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,"Fita magnética de trajeto danificada, soltando ou faltando.","Verificar e se preciso for, trocar a fita ou reparar o local danificado.",descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,Sensor de leitura da fita de trajeto fora do ajuste de altura. 20mm.,"Verificar o ajuste do sensor, se preciso for, ajustar para o padrão de 20mm",descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,Roda de apoio travada ou desgastada.,"Executar a lubrificação da roda, se preciso for, a troca.",descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,Sensor de fita com sinais de entrada para o plc queimados.,"Verificar as condições do sensor, do cabo, dos conectores e testar os sinais do sensor no cartão de entrada do plc.",descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,Conjunto de articulação do Drive travado.,Executar a limpeza e lubrificação do conjunto.,descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,Rolamento de giro do conjunto do Drive travado.,"Executar a lubrificação do rolamento, se preciso for, a troca do rolamento.",descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,"Parada brusca do AGV por invasao da zona do scanner, tirando o AGV da rota.",Verificar se houve ultrapassagem de pedestre na frente da dolly durante o trajeto e verificar se tem pecas de processo ou sujeiras na parte inferior da dolly invadindo a zona do scanner.,descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,"Convite da dolly quebrado / desregulado, torcendo a dolly e tirando o AGV da fita.","Verificar as condições dos convites da dolly, parafuso quebrado, faltando ou solto",descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,Folga no eixo da roda do drive.,Verificar se o eixo apresenta desgaste/trincas e fazer a troca.,descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
Descarrilhamento do AGV (DERAILMENT ANOMALY),Interrompe o trajeto do AGV.,Freio do drive desgastado ou fora de ajuste.,"Verificar regulagem e estado da pastilha de freio, se preciso for, fazer a troca do conjunto.",descarrilhamento do agv derailment anomaly,interrompe o trajeto do agv
